full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"M
Mike
2 ratings2 reviews
December 7, 2014
Great offer.. Really happy
Helpful
04/07/2021 13:34:25
5","['M', 'Mike', '2 ratings2 reviews', 'December 7, 2014', 'Great offer.. Really happy', 'Helpful', '04/07/2021 13:34:25', '5']",8,Mike,2 ratings2 reviews,12/07/2014,Great offer.. Really happy,04/07/2021 13:34:25,5,0,0,2,Mike,0
"C
Clezelle
2 ratings2 reviews
December 7, 2014
It is a great experience and a huge money saver!
Helpful
04/07/2021 13:34:25
5","['C', 'Clezelle', '2 ratings2 reviews', 'December 7, 2014', 'It is a great experience and a huge money saver!', 'Helpful', '04/07/2021 13:34:25', '5']",8,Clezelle,2 ratings2 reviews,12/07/2014,It is a great experience and a huge money saver!,04/07/2021 13:34:25,5,0,0,2,Clezelle,0
"S
SallyTOP REVIEWER
31 ratings18 reviews
December 7, 2014
Shop wisely. There are great deals, but not all are great.
Helpful
04/07/2021 13:34:25
5","['S', 'SallyTOP REVIEWER', '31 ratings18 reviews', 'December 7, 2014', 'Shop wisely. There are great deals, but not all are great.', 'Helpful', '04/07/2021 13:34:25', '5']",8,SallyTOP REVIEWER,31 ratings18 reviews,12/07/2014,"Shop wisely. There are great deals, but not all are great.",04/07/2021 13:34:25,5,1,0,31,Sally,0
"J
Janis
3 ratings1 reviews
December 7, 2014
I love bjs
Helpful
04/07/2021 13:34:25
5","['J', 'Janis', '3 ratings1 reviews', 'December 7, 2014', 'I love bjs', 'Helpful', '04/07/2021 13:34:25', '5']",8,Janis,3 ratings1 reviews,12/07/2014,I love bjs,04/07/2021 13:34:25,5,0,0,3,Janis,0
"M
Marquita
1 ratings1 reviews
December 7, 2014
They don't have bags for bagging your groceries
Helpful
04/07/2021 13:34:25
5","['M', 'Marquita', '1 ratings1 reviews', 'December 7, 2014', ""They don't have bags for bagging your groceries"", 'Helpful', '04/07/2021 13:34:25', '5']",8,Marquita,1 ratings1 reviews,12/07/2014,They don't have bags for bagging your groceries,04/07/2021 13:34:25,5,0,0,1,Marquita,0
"G
Grace
3 ratings3 reviews
December 7, 2014
Do it, you won't regret it!!
Helpful
04/07/2021 13:34:29
5","['G', 'Grace', '3 ratings3 reviews', 'December 7, 2014', ""Do it, you won't regret it!!"", 'Helpful', '04/07/2021 13:34:29', '5']",8,Grace,3 ratings3 reviews,12/07/2014,"Do it, you won't regret it!!",04/07/2021 13:34:29,5,0,0,3,Grace,0
"J
JoanTOP REVIEWER
15 ratings9 reviews
December 7, 2014
Similar to Costco and Sam's Club. Has a deli counter for buying cold cuts and cheese sliced to order. Does not have meals prepared for heating up like the other 2.
Helpful
04/07/2021 13:34:29
5","['J', 'JoanTOP REVIEWER', '15 ratings9 reviews', 'December 7, 2014', ""Similar to Costco and Sam's Club. Has a deli counter for buying cold cuts and cheese sliced to order. Does not have meals prepared for heating up like the other 2."", 'Helpful', '04/07/2021 13:34:29', '5']",8,JoanTOP REVIEWER,15 ratings9 reviews,12/07/2014,Similar to Costco and Sam's Club. Has a deli counter for buying cold cuts and cheese sliced to order. Does not have meals prepared for heating up like the other 2.,04/07/2021 13:34:29,5,1,0,15,Joan,0
"E
EricTOP REVIEWER
34 ratings12 reviews
December 7, 2014
Consult with customer service of you have questions
Helpful
04/07/2021 13:34:29
5","['E', 'EricTOP REVIEWER', '34 ratings12 reviews', 'December 7, 2014', 'Consult with customer service of you have questions', 'Helpful', '04/07/2021 13:34:29', '5']",8,EricTOP REVIEWER,34 ratings12 reviews,12/07/2014,Consult with customer service of you have questions,04/07/2021 13:34:29,5,1,0,34,Eric,0
"A
Ashley
1 ratings1 reviews
December 7, 2014
COUPONS!!
Helpful
04/07/2021 13:34:29
5","['A', 'Ashley', '1 ratings1 reviews', 'December 7, 2014', 'COUPONS!!', 'Helpful', '04/07/2021 13:34:29', '5']",8,Ashley,1 ratings1 reviews,12/07/2014,COUPONS!!,04/07/2021 13:34:29,5,0,0,1,Ashley,0
"J
Jaclyn
7 ratings4 reviews
December 7, 2014
You have to be careful. Some things are over priced.
Helpful
04/07/2021 13:34:29
5","['J', 'Jaclyn', '7 ratings4 reviews', 'December 7, 2014', 'You have to be careful. Some things are over priced.', 'Helpful', '04/07/2021 13:34:29', '5']",8,Jaclyn,7 ratings4 reviews,12/07/2014,You have to be careful. Some things are over priced.,04/07/2021 13:34:29,5,0,0,7,Jaclyn,0
"R
Rick
8 ratings2 reviews
December 7, 2014
Great prices on all items
Helpful
04/07/2021 13:34:29
5","['R', 'Rick', '8 ratings2 reviews', 'December 7, 2014', 'Great prices on all items', 'Helpful', '04/07/2021 13:34:29', '5']",8,Rick,8 ratings2 reviews,12/07/2014,Great prices on all items,04/07/2021 13:34:29,5,0,0,8,Rick,0
"M
Matthew
1 ratings1 reviews
December 7, 2014
Awesome
Helpful
04/07/2021 13:34:29
5","['M', 'Matthew', '1 ratings1 reviews', 'December 7, 2014', 'Awesome', 'Helpful', '04/07/2021 13:34:29', '5']",8,Matthew,1 ratings1 reviews,12/07/2014,Awesome,04/07/2021 13:34:29,5,0,0,1,Matthew,0
"K
KathyTOP REVIEWER
38 ratings29 reviews
December 7, 2014
I was also offered a credit card, once I opted to accept, they told me it was $50 per year. Tll late now. That was not cool, I will cancel once I receive it.
Helpful
04/07/2021 13:34:29
1","['K', 'KathyTOP REVIEWER', '38 ratings29 reviews', 'December 7, 2014', 'I was also offered a credit card, once I opted to accept, they told me it was $50 per year. Tll late now. That was not cool, I will cancel once I receive it.', 'Helpful', '04/07/2021 13:34:29', '1']",8,KathyTOP REVIEWER,38 ratings29 reviews,12/07/2014,"I was also offered a credit card, once I opted to accept, they told me it was $50 per year. Tll late now. That was not cool, I will cancel once I receive it.",04/07/2021 13:34:29,1,1,0,38,Kathy,0
"R
RuthieTOP REVIEWERHELPFUL REVIEWER
9 ratings5 reviews
December 7, 2014
Great selection
Helpful
04/07/2021 13:34:29
5","['R', 'RuthieTOP REVIEWERHELPFUL REVIEWER', '9 ratings5 reviews', 'December 7, 2014', 'Great selection', 'Helpful', '04/07/2021 13:34:29', '5']",8,RuthieTOP REVIEWERHELPFUL REVIEWER,9 ratings5 reviews,12/07/2014,Great selection,04/07/2021 13:34:29,5,1,1,9,Ruthie,0
"A
April
5 ratings2 reviews
December 7, 2014
The $25 Gift card was an added bonus!
Helpful
04/07/2021 13:34:29
5","['A', 'April', '5 ratings2 reviews', 'December 7, 2014', 'The $25 Gift card was an added bonus!', 'Helpful', '04/07/2021 13:34:29', '5']",8,April,5 ratings2 reviews,12/07/2014,The $25 Gift card was an added bonus!,04/07/2021 13:34:29,5,0,0,5,April,0
"D
DerrikTOP REVIEWER
8 ratings6 reviews
December 6, 2014
Simple and fast process.
Helpful
04/07/2021 13:34:32
5","['D', 'DerrikTOP REVIEWER', '8 ratings6 reviews', 'December 6, 2014', 'Simple and fast process.', 'Helpful', '04/07/2021 13:34:32', '5']",8,DerrikTOP REVIEWER,8 ratings6 reviews,12/06/2014,Simple and fast process.,04/07/2021 13:34:32,5,1,0,8,Derrik,0
"K
KatherineTOP REVIEWER
47 ratings21 reviews
December 6, 2014
I prefer costco but it's in a very convenient location for me and definitely better value than a regular grocery store. I do like their grocery section better than costco because of the deli and option to get smaller portions though. Great groupon!!
Helpful
04/07/2021 13:34:32
5","['K', 'KatherineTOP REVIEWER', '47 ratings21 reviews', 'December 6, 2014', ""I prefer costco but it's in a very convenient location for me and definitely better value than a regular grocery store. I do like their grocery section better than costco because of the deli and option to get smaller portions though. Great groupon!!"", 'Helpful', '04/07/2021 13:34:32', '5']",8,KatherineTOP REVIEWER,47 ratings21 reviews,12/06/2014,I prefer costco but it's in a very convenient location for me and definitely better value than a regular grocery store. I do like their grocery section better than costco because of the deli and option to get smaller portions though. Great groupon!!,04/07/2021 13:34:32,5,1,0,47,Katherine,0
"A
Aryka
2 ratings2 reviews
December 6, 2014
Great experience and excellent wholesale shopping experience for single people, as well as families!
Helpful
04/07/2021 13:34:32
5","['A', 'Aryka', '2 ratings2 reviews', 'December 6, 2014', 'Great experience and excellent wholesale shopping experience for single people, as well as families!', 'Helpful', '04/07/2021 13:34:32', '5']",8,Aryka,2 ratings2 reviews,12/06/2014,"Great experience and excellent wholesale shopping experience for single people, as well as families!",04/07/2021 13:34:32,5,0,0,2,Aryka,0
"J
Jonathan
7 ratings3 reviews
December 6, 2014
Costco has better prices and higher quality goods.
Helpful
04/07/2021 13:34:32
1","['J', 'Jonathan', '7 ratings3 reviews', 'December 6, 2014', 'Costco has better prices and higher quality goods.', 'Helpful', '04/07/2021 13:34:32', '1']",8,Jonathan,7 ratings3 reviews,12/06/2014,Costco has better prices and higher quality goods.,04/07/2021 13:34:32,1,0,0,7,Jonathan,0
"M
ManpreetTOP REVIEWER
27 ratings16 reviews
December 6, 2014
Take your manufacturers coupons along as BJ accepts them
Helpful
04/07/2021 13:34:32
5","['M', 'ManpreetTOP REVIEWER', '27 ratings16 reviews', 'December 6, 2014', 'Take your manufacturers coupons along as BJ accepts them', 'Helpful', '04/07/2021 13:34:32', '5']",8,ManpreetTOP REVIEWER,27 ratings16 reviews,12/06/2014,Take your manufacturers coupons along as BJ accepts them,04/07/2021 13:34:32,5,1,0,27,Manpreet,0
"S
SarahTOP REVIEWERHELPFUL REVIEWER
11 ratings8 reviews
December 6, 2014
This is a great deal. They have stuff you can't find at other competitors. I'm excited to shop there!
Helpful
04/07/2021 13:34:32
5","['S', 'SarahTOP REVIEWERHELPFUL REVIEWER', '11 ratings8 reviews', 'December 6, 2014', ""This is a great deal. They have stuff you can't find at other competitors. I'm excited to shop there!"", 'Helpful', '04/07/2021 13:34:32', '5']",8,SarahTOP REVIEWERHELPFUL REVIEWER,11 ratings8 reviews,12/06/2014,This is a great deal. They have stuff you can't find at other competitors. I'm excited to shop there!,04/07/2021 13:34:32,5,1,1,11,Sarah,0
"R
Rochelle
2 ratings1 reviews
December 5, 2014
Prices are much too high.
Helpful
04/07/2021 13:34:32
1","['R', 'Rochelle', '2 ratings1 reviews', 'December 5, 2014', 'Prices are much too high.', 'Helpful', '04/07/2021 13:34:32', '1']",8,Rochelle,2 ratings1 reviews,12/05/2014,Prices are much too high.,04/07/2021 13:34:32,1,0,0,2,Rochelle,0
"S
Sylvia
2 ratings2 reviews
December 5, 2014
Don't go the first time on a weekend! Very busy and lots to look at. Plus you want some time to look at all the coupons they offer.
Helpful
04/07/2021 13:34:32
5","['S', 'Sylvia', '2 ratings2 reviews', 'December 5, 2014', ""Don't go the first time on a weekend! Very busy and lots to look at. Plus you want some time to look at all the coupons they offer."", 'Helpful', '04/07/2021 13:34:32', '5']",8,Sylvia,2 ratings2 reviews,12/05/2014,Don't go the first time on a weekend! Very busy and lots to look at. Plus you want some time to look at all the coupons they offer.,04/07/2021 13:34:32,5,0,0,2,Sylvia,0
"V
VikrantTOP REVIEWER
36 ratings8 reviews
December 5, 2014
Even though I had a $35 Groupon voucher that was expired, I only initially received $25 gift card, I would've much rather used the expired groupon voucher and paid additional $15 to receive a year's worth of membership.
Helpful
04/07/2021 13:34:32
1","['V', 'VikrantTOP REVIEWER', '36 ratings8 reviews', 'December 5, 2014', ""Even though I had a $35 Groupon voucher that was expired, I only initially received $25 gift card, I would've much rather used the expired groupon voucher and paid additional $15 to receive a year's worth of membership."", 'Helpful', '04/07/2021 13:34:32', '1']",8,VikrantTOP REVIEWER,36 ratings8 reviews,12/05/2014,"Even though I had a $35 Groupon voucher that was expired, I only initially received $25 gift card, I would've much rather used the expired groupon voucher and paid additional $15 to receive a year's worth of membership.",04/07/2021 13:34:32,1,1,0,36,Vikrant,0
"J
John
3 ratings2 reviews
December 5, 2014
BUY the deal! it's more than worth the price!
Helpful
04/07/2021 13:34:32
5","['J', 'John', '3 ratings2 reviews', 'December 5, 2014', ""BUY the deal! it's more than worth the price!"", 'Helpful', '04/07/2021 13:34:32', '5']",8,John,3 ratings2 reviews,12/05/2014,BUY the deal! it's more than worth the price!,04/07/2021 13:34:32,5,0,0,3,John,0
"T
Teresa
2 ratings2 reviews
December 5, 2014
Seems like a larger dollar general...Costco is better and cleaner and has more brand name items
Helpful
04/07/2021 13:34:36
1","['T', 'Teresa', '2 ratings2 reviews', 'December 5, 2014', 'Seems like a larger dollar general...Costco is better and cleaner and has more brand name items', 'Helpful', '04/07/2021 13:34:36', '1']",8,Teresa,2 ratings2 reviews,12/05/2014,Seems like a larger dollar general...Costco is better and cleaner and has more brand name items,04/07/2021 13:34:36,1,0,0,2,Teresa,0
"J
JakeTOP REVIEWER
11 ratings9 reviews
December 4, 2014
check for deals daily
Helpful
04/07/2021 13:34:36
5","['J', 'JakeTOP REVIEWER', '11 ratings9 reviews', 'December 4, 2014', 'check for deals daily', 'Helpful', '04/07/2021 13:34:36', '5']",8,JakeTOP REVIEWER,11 ratings9 reviews,12/04/2014,check for deals daily,04/07/2021 13:34:36,5,1,0,11,Jake,0
"H
Hope
3 ratings1 reviews
December 4, 2014
They have many great coupons, use them to save more!! & great gas prices
Helpful
04/07/2021 13:34:36
5","['H', 'Hope', '3 ratings1 reviews', 'December 4, 2014', 'They have many great coupons, use them to save more!! & great gas prices', 'Helpful', '04/07/2021 13:34:36', '5']",8,Hope,3 ratings1 reviews,12/04/2014,"They have many great coupons, use them to save more!! & great gas prices",04/07/2021 13:34:36,5,0,0,3,Hope,0
"T
Tanaphon
1 ratings1 reviews
December 4, 2014
Great deal, nothing to lose
Helpful
04/07/2021 13:34:36
5","['T', 'Tanaphon', '1 ratings1 reviews', 'December 4, 2014', 'Great deal, nothing to lose', 'Helpful', '04/07/2021 13:34:36', '5']",8,Tanaphon,1 ratings1 reviews,12/04/2014,"Great deal, nothing to lose",04/07/2021 13:34:36,5,0,0,1,Tanaphon,0
"E
EstherTOP REVIEWER
18 ratings14 reviews
December 4, 2014
Make sure that you have your drivers license available.
Helpful
04/07/2021 13:34:36
5","['E', 'EstherTOP REVIEWER', '18 ratings14 reviews', 'December 4, 2014', 'Make sure that you have your drivers license available.', 'Helpful', '04/07/2021 13:34:36', '5']",8,EstherTOP REVIEWER,18 ratings14 reviews,12/04/2014,Make sure that you have your drivers license available.,04/07/2021 13:34:36,5,1,0,18,Esther,0
"V
Victor
5 ratings4 reviews
December 4, 2014
Good value!!!
Helpful
04/07/2021 13:34:36
5","['V', 'Victor', '5 ratings4 reviews', 'December 4, 2014', 'Good value!!!', 'Helpful', '04/07/2021 13:34:36', '5']",8,Victor,5 ratings4 reviews,12/04/2014,Good value!!!,04/07/2021 13:34:36,5,0,0,5,Victor,0
"M
Marjorie
11 ratings2 reviews
December 4, 2014
Great discount
Helpful
04/07/2021 13:34:36
5","['M', 'Marjorie', '11 ratings2 reviews', 'December 4, 2014', 'Great discount', 'Helpful', '04/07/2021 13:34:36', '5']",8,Marjorie,11 ratings2 reviews,12/04/2014,Great discount,04/07/2021 13:34:36,5,0,0,11,Marjorie,0
"S
Samir
13 ratings4 reviews
December 4, 2014
This is a fantastic deal
Helpful
04/07/2021 13:34:36
5","['S', 'Samir', '13 ratings4 reviews', 'December 4, 2014', 'This is a fantastic deal', 'Helpful', '04/07/2021 13:34:36', '5']",8,Samir,13 ratings4 reviews,12/04/2014,This is a fantastic deal,04/07/2021 13:34:36,5,0,0,13,Samir,0
"K
Kim
4 ratings3 reviews
December 3, 2014
There prices were a little high compared to Sams.
Helpful
04/07/2021 13:34:36
5","['K', 'Kim', '4 ratings3 reviews', 'December 3, 2014', 'There prices were a little high compared to Sams.', 'Helpful', '04/07/2021 13:34:36', '5']",8,Kim,4 ratings3 reviews,12/03/2014,There prices were a little high compared to Sams.,04/07/2021 13:34:36,5,0,0,4,Kim,0
"S
StaceyTOP REVIEWER
10 ratings8 reviews
December 3, 2014
easy and great
Helpful
04/07/2021 13:34:36
5","['S', 'StaceyTOP REVIEWER', '10 ratings8 reviews', 'December 3, 2014', 'easy and great', 'Helpful', '04/07/2021 13:34:36', '5']",8,StaceyTOP REVIEWER,10 ratings8 reviews,12/03/2014,easy and great,04/07/2021 13:34:36,5,1,0,10,Stacey,0
"C
CarlosTOP REVIEWER
12 ratings7 reviews
December 3, 2014
Great deals
Helpful
04/07/2021 13:34:40
5","['C', 'CarlosTOP REVIEWER', '12 ratings7 reviews', 'December 3, 2014', 'Great deals', 'Helpful', '04/07/2021 13:34:40', '5']",8,CarlosTOP REVIEWER,12 ratings7 reviews,12/03/2014,Great deals,04/07/2021 13:34:40,5,1,0,12,Carlos,0
"J
Jenny
2 ratings2 reviews
December 3, 2014
Great prices long lines though not enough cashiers
Helpful
04/07/2021 13:34:40
5","['J', 'Jenny', '2 ratings2 reviews', 'December 3, 2014', 'Great prices long lines though not enough cashiers', 'Helpful', '04/07/2021 13:34:40', '5']",8,Jenny,2 ratings2 reviews,12/03/2014,Great prices long lines though not enough cashiers,04/07/2021 13:34:40,5,0,0,2,Jenny,0
"C
Chun
6 ratings2 reviews
December 3, 2014
Great store! Better than Costco.
Helpful
04/07/2021 13:34:40
5","['C', 'Chun', '6 ratings2 reviews', 'December 3, 2014', 'Great store! Better than Costco.', 'Helpful', '04/07/2021 13:34:40', '5']",8,Chun,6 ratings2 reviews,12/03/2014,Great store! Better than Costco.,04/07/2021 13:34:40,5,0,0,6,Chun,0
